course,courseLetter,courseNumber,relatedTo,relatedToCourseLetter,relatedToCourseNumber,How,,courseDictionary,courseLetter,courseNumber
BUA 365,BUA,365,"Aviation-Flight Instructor Concentration, BS",,,Checksheet,,NUR 301,NUR,301
BUA 365,BUA,365,"Aviation-Uncrewed Aircraft Systems Concentration, BS",,,Checksheet,,NUR 303,NUR,303
BUA 365,BUA,365,Behavioral Science Minor,,,Checksheet,,NUR 304,NUR,304
BUA 365,BUA,365,Business Administration Minor,,,Checksheet,,NUR 305,NUR,305
BUA 365,BUA,365,"Computer Information Systems, BS",,,Checksheet,,NUR 310,NUR,310
BUA 365,BUA,365,"Cybersecurity, BS",,,Checksheet,,NUR 312,NUR,312
BUA 365,BUA,365,Human Resource Management Certificate,,,Checksheet,,NUR 315,NUR,315
BUA 365,BUA,365,Human Resource Management Minor,,,Checksheet,,NUR 331,NUR,331
BUA 365,BUA,365,"Information & Library Science, BS",,,Checksheet,,NUR 332,NUR,332
BUA 365,BUA,365,Leadership Concentration,,,Checksheet,,NUR 335,NUR,335
BUA 365,BUA,365,Management Emphasis,,,Checksheet,,NUR 338,NUR,338
BUA 365,BUA,365,"Management, BSBA",,,Checksheet,,NUR 351,NUR,351
BUA 365,BUA,365,"Public Administration 2+2, BS",,,Checksheet,,NUR 352,NUR,352
BUA 365,BUA,365,"Public Administration, PBS",,,Checksheet,,NUR 355,NUR,355
BUA 365,BUA,365,POS 365,POS,365,CrossList,,NUR 358,NUR,358
BUA 365,BUA,365,Cultural Perspectives,,,GenEd,,NUR 389,NUR,389
BUA 369,BUA,369,"Accounting, BSBA",,,Checksheet,,NUR 396,NUR,396
BUA 369,BUA,369,Business Administration Minor,,,Checksheet,,NUR 412,NUR,412
BUA 369,BUA,369,"Business Administration, PBS",,,Checksheet,,NUR 414,NUR,414
BUA 369,BUA,369,Communications Minor,,,Checksheet,,NUR 415,NUR,415
BUA 369,BUA,369,"Management, BSBA",,,Checksheet,,NUR 420,NUR,420
BUA 369,BUA,369,Social Media Certificate,,,Checksheet,,NUR 445,NUR,445
BUA 369,BUA,369,BUA 420,BUA,420,Prereq,,NUR 450,NUR,450
BUA 369,BUA,369,BUA 459,BUA,459,Prereq,,NUR 410W,NUR,410W
BUA 376,BUA,376,"Accounting, BSBA",,,Checksheet,,NUR 450W,NUR,450W
BUA 379,BUA,379,Accounting Certificate,,,Checksheet,,NUR 499W,NUR,499W
BUA 379,BUA,379,"Accounting, BSBA",,,Checksheet,,PHI 103,PHI,103
BUA 379,BUA,379,"Accounting, PBSBA",,,Checksheet,,PHI 135,PHI,135
BUA 387,BUA,387,"Accounting, BSBA",,,Checksheet,,PHI 250,PHI,250
BUA 387,BUA,387,"Business Administration, PBS",,,Checksheet,,PHI 289,PHI,289
BUA 387,BUA,387,Fraud Examination Certificate (Business Administration),,,Checksheet,,PHI 294,PHI,294
BUA 387,BUA,387,Fraud Examination Certificate (Justice Studies),,,Checksheet,,PHI 340,PHI,340
BUA 387,BUA,387,Fraud Examination Minor,,,Checksheet,,PHI 351,PHI,351
BUA 387,BUA,387,"Management, BSBA",,,Checksheet,,PHI 357,PHI,357
BUA 388,BUA,388,"Accounting, BSBA",,,Checksheet,,PHI 362,PHI,362
BUA 388,BUA,388,"Accounting, PBSBA",,,Checksheet,,PHI 389,PHI,389
BUA 420,BUA,420,"Accounting, BSBA",,,Checksheet,,PHI 394,PHI,394
BUA 420,BUA,420,"Business Administration, PBS",,,Checksheet,,PHI 450,PHI,450
BUA 420,BUA,420,Leadership Concentration,,,Checksheet,,PHI 489,PHI,489
BUA 420,BUA,420,Cultural Perspectives,,,GenEd,,PHI 494,PHI,494
BUA 448,BUA,448,Accounting Certificate,,,Checksheet,,PHI 550,PHI,550
BUA 448,BUA,448,"Accounting, BSBA",,,Checksheet,,PHY 115,PHY,115
BUA 448,BUA,448,"Accounting, PBSBA",,,Checksheet,,PHY 116,PHY,116
BUA 448,BUA,448,Fraud Examination Certificate (Business Administration),,,Checksheet,,POS 101,POS,101
BUA 448,BUA,448,Fraud Examination Certificate (Justice Studies),,,Checksheet,,POS 223,POS,223
BUA 450,BUA,450,"Business Administration, PBS",,,Checksheet,,POS 234,POS,234
BUA 450,BUA,450,"Data Science, BS",,,Checksheet,,POS 245,POS,245
BUA 450,BUA,450,"Data Science, Minor",,,Checksheet,,POS 246,POS,246
BUA 450,BUA,450,"Data Science, PBS",,,Checksheet,,POS 247,POS,247
BUA 450,BUA,450,"Management, BSBA",,,Checksheet,,POS 248,POS,248
BUA 450,BUA,450,CIS 450,CIS,450,CrossList,,POS 290,POS,290
BUA 450,BUA,450,DSC 450,DSC,450,CrossList,,POS 319,POS,319
BUA 450,BUA,450,MAT 450,MAT,450,CrossList,,POS 354,POS,354
BUA 459,BUA,459,"Accounting, BSBA",,,Checksheet,,POS 361,POS,361
BUA 459,BUA,459,"Business Administration, PBS",,,Checksheet,,POS 362,POS,362
BUA 459,BUA,459,"Management, BSBA",,,Checksheet,,POS 365,POS,365
BUA 487,BUA,487,"Accounting, BSBA",,,Checksheet,,POS 370,POS,370
BUA 487,BUA,487,"Accounting, PBSBA",,,Checksheet,,POS 383,POS,383
BUA 487,BUA,487,Fraud Examination Certificate (Business Administration),,,Checksheet,,POS 405,POS,405
BUA 487,BUA,487,Fraud Examination Certificate (Justice Studies),,,Checksheet,,POS 420,POS,420
BUA 487,BUA,487,Fraud Examination Minor,,,Checksheet,,POS 485,POS,485
BUA 495,BUA,495,"Accounting, BSBA",,,Checksheet,,POS 487,POS,487
CGM 228,CGM,228,Computer Gaming Certificate (18 Credit Hours),,,Checksheet,,POS 308W,POS,308W
CGM 228,CGM,228,CIS 228,CIS,228,CrossList,,PSY 100,PSY,100
CGM 228,CGM,228,CIS 328,CIS,328,Prereq,,PSY 202,PSY,202
CGM 328,CGM,328,Computer Gaming Certificate (18 Credit Hours),,,Checksheet,,PSY 229,PSY,229
CGM 328,CGM,328,CIS 328,CIS,328,CrossList,,PSY 289,PSY,289
CHY 100,CHY,100,"Community Policing, AS",,,Checksheet,,PSY 294,PSY,294
CHY 100,CHY,100,Forensic Science Certificate,,,Checksheet,,PSY 300,PSY,300
CHY 100,CHY,100,Natural Science,,,GenEd,,PSY 302,PSY,302
CHY 103,CHY,103,"Dental Hygiene, AS",,,Checksheet,,PSY 304,PSY,304
CHY 103,CHY,103,"Dental Hygiene, BS",,,Checksheet,,PSY 306,PSY,306
CHY 103,CHY,103,"Dental Hygiene, BS (Pending Accreditation)",,,Checksheet,,PSY 308,PSY,308
CHY 103,CHY,103,"Neuropsychology, Minor",,,Checksheet,,PSY 309,PSY,309
CHY 103,CHY,103,"Nursing (4-Year), BSN",,,Checksheet,,PSY 310,PSY,310
CHY 103,CHY,103,"Veterinary Technology, AS",,,Checksheet,,PSY 312,PSY,312
CHY 103,CHY,103,"Veterinary Technology, BS",,,Checksheet,,PSY 330,PSY,330
CHY 103,CHY,103,BIO 235,BIO,235,Coreq,,PSY 336,PSY,336
CHY 103,CHY,103,Natural Science,,,GenEd,,PSY 345,PSY,345
CHY 103,CHY,103,NUR 303,NUR,303,Prereq,,PSY 355,PSY,355
CHY 103,CHY,103,VTE 200,VTE,200,Prereq,,PSY 357,PSY,357
CHY 103,CHY,103,VTE 210,VTE,210,Prereq,,PSY 364,PSY,364
CHY 103,CHY,103,VTE 223,VTE,223,Prereq,,PSY 377,PSY,377
CHY 103,CHY,103,VTE 224,VTE,224,Prereq,,PSY 385,PSY,385
CHY 103,CHY,103,VTE 316,VTE,316,Prereq,,PSY 390,PSY,390
CHY 103,CHY,103,VTE 319,VTE,319,Prereq,,PSY 394,PSY,394
CHY 108,CHY,108,Natural Science,,,GenEd,,PSY 400,PSY,400
CHY 108,CHY,108,DEH 250,DEH,250,Prereq,,PSY 402,PSY,402
CHY 108,CHY,108,DEH 252,DEH,252,Prereq,,PSY 410,PSY,410
CHY 108,CHY,108,DEH 302,DEH,302,Prereq,,PSY 489,PSY,489
CHY 115,CHY,115,"Biology MLT 2+2, BA",,,Checksheet,,PSY 533,PSY,533
CHY 115,CHY,115,"Biology, BA",,,Checksheet,,PSY 401W,PSY,401W
CHY 115,CHY,115,"Biology, BA (Pre-Med Track)",,,Checksheet,,REC 112,REC,112
CHY 115,CHY,115,"Dental Hygiene, AS",,,Checksheet,,REL 110,REL,110
CHY 115,CHY,115,"Dental Hygiene, BS",,,Checksheet,,REL 205,REL,205
CHY 115,CHY,115,"Dental Hygiene, BS (Pending Accreditation)",,,Checksheet,,REL 368,REL,368
CHY 115,CHY,115,"Medical Laboratory Technology, AS",,,Checksheet,,REL 390,REL,390
CHY 115,CHY,115,BIO 235,BIO,235,Coreq,,SCI 110,SCI,110
CHY 115,CHY,115,Natural Science,,,GenEd,,SCI 111,SCI,111
CHY 115,CHY,115,CHY 116,CHY,116,Prereq,,SCI 115,SCI,115
CHY 116,CHY,116,"Biology MLT 2+2, BA",,,Checksheet,,SCI 289,SCI,289
CHY 116,CHY,116,"Biology, BA",,,Checksheet,,SCI 294,SCI,294
CHY 116,CHY,116,"Biology, BA (Pre-Med Track)",,,Checksheet,,SCI 489,SCI,489
CHY 116,CHY,116,"Dental Hygiene, AS",,,Checksheet,,SCI 494,SCI,494
CHY 116,CHY,116,"Dental Hygiene, BS",,,Checksheet,,SED 202,SED,202
CHY 116,CHY,116,"Dental Hygiene, BS (Pending Accreditation)",,,Checksheet,,SED 262,SED,262
CHY 116,CHY,116,"Medical Laboratory Technology, AS",,,Checksheet,,SED 330,SED,330
CHY 116,CHY,116,Natural Science,,,GenEd,,SED 362,SED,362
CHY 116,CHY,116,CHY 211,CHY,211,Prereq,,SED 365,SED,365
CHY 117,CHY,117,"Biology MLT 2+2, BA",,,Checksheet,,SED 370,SED,370
CHY 117,CHY,117,"Biology, BA",,,Checksheet,,SED 380,SED,380
CHY 117,CHY,117,"Dental Hygiene, AS",,,Checksheet,,SED 420,SED,420
CHY 117,CHY,117,"Dental Hygiene, BS",,,Checksheet,,SED 425,SED,425
CHY 117,CHY,117,"Dental Hygiene, BS (Pending Accreditation)",,,Checksheet,,SED 435,SED,435
CHY 117,CHY,117,Natural Science,,,GenEd,,SED 445,SED,445
CHY 117,CHY,117,BIO 322,BIO,322,Prereq,,SED 455,SED,455
CHY 211,CHY,211,"Biology MLT 2+2, BA",,,Checksheet,,SOC 101,SOC,101
CHY 211,CHY,211,"Biology, BA",,,Checksheet,,SOC 201,SOC,201
CHY 211,CHY,211,"Biology, BA (Pre-Med Track)",,,Checksheet,,SOC 240,SOC,240
CHY 211,CHY,211,BIO 322,BIO,322,Prereq,,SOC 289,SOC,289
CHY 211,CHY,211,CHY 212,CHY,212,Prereq,,SOC 294,SOC,294
CHY 212,CHY,212,"Biology, BA (Pre-Med Track)",,,Checksheet,,SOC 300,SOC,300
CIS 100,CIS,100,"Dental Hygiene, BS",,,Checksheet,,SOC 302,SOC,302
CIS 100,CIS,100,"Dental Hygiene, BS (Pending Accreditation)",,,Checksheet,,SOC 315,SOC,315
CIS 100,CIS,100,"Information & Library Science, AS",,,Checksheet,,SOC 316,SOC,316
CIS 100,CIS,100,"Information & Library Science, BS",,,Checksheet,,SOC 319,SOC,319
CIS 100,CIS,100,"Social Science, AA",,,Checksheet,,SOC 330,SOC,330
CIS 100,CIS,100,BUA 303,BUA,303,Prereq,,SOC 331,SOC,331
CIS 100,CIS,100,CIS 135,CIS,135,Prereq,,SOC 340,SOC,340
CIS 100,CIS,100,CIS 303,CIS,303,Prereq,,SOC 353,SOC,353
CIS 100,CIS,100,ILS 365,ILS,365,Prereq,,SOC 355,SOC,355
CIS 100,CIS,100,ILS 412,ILS,412,Prereq,,SOC 370,SOC,370
CIS 100,CIS,100,ISS 372,ISS,372,Prereq,,SOC 375,SOC,375
CIS 101,CIS,101,"Accounting, BSBA",,,Checksheet,,SOC 394,SOC,394
CIS 101,CIS,101,Applied Bachelor of Science in Public Administration (90-credit program),,,Checksheet,,SOC 475,SOC,475
CIS 101,CIS,101,"Business Administration, AS",,,Checksheet,,SOC 489,SOC,489
CIS 101,CIS,101,Computer Information Systems Minor,,,Checksheet,,SOC 308W,SOC,308W
CIS 101,CIS,101,"Computer Information Systems, AS",,,Checksheet,,SPA 101,SPA,101
CIS 101,CIS,101,"Computer Information Systems, BS",,,Checksheet,,SPA 102,SPA,102
CIS 101,CIS,101,"Computer Information Systems, PBS",,,Checksheet,,SSC 100,SSC,100
CIS 101,CIS,101,Computer Networking Minor,,,Checksheet,,SSC 110,SSC,110
CIS 101,CIS,101,Crime Analysis and GIS Certificate,,,Checksheet,,SSC 200,SSC,200
CIS 101,CIS,101,Cyber Forensics Minor,,,Checksheet,,SSC 204,SSC,204
CIS 101,CIS,101,Cybersecurity Certificate,,,Checksheet,,SSC 205,SSC,205
CIS 101,CIS,101,Cybersecurity Fundamentals Certificate,,,Checksheet,,SSC 220,SSC,220
CIS 101,CIS,101,"Cybersecurity Operations, Certificate",,,Checksheet,,SSC 289,SSC,289
CIS 101,CIS,101,"Cybersecurity, AS",,,Checksheet,,SSC 294,SSC,294
CIS 101,CIS,101,"Cybersecurity, BS",,,Checksheet,,SSC 305,SSC,305
CIS 101,CIS,101,"Cybersecurity, PBS",,,Checksheet,,SSC 314,SSC,314
CIS 101,CIS,101,"Data Science, BS",,,Checksheet,,SSC 317,SSC,317
CIS 101,CIS,101,"Data Science, Minor",,,Checksheet,,SSC 320,SSC,320
CIS 101,CIS,101,"Data Science, PBS",,,Checksheet,,SSC 325,SSC,325
CIS 101,CIS,101,"Dental Hygiene, BS",,,Checksheet,,SSC 330,SSC,330
CIS 101,CIS,101,"Dental Hygiene, BS (Pending Accreditation)",,,Checksheet,,SSC 332,SSC,332
CIS 101,CIS,101,"Elementary Education, BS",,,Checksheet,,SSC 334,SSC,334
CIS 101,CIS,101,Health Informatics Certificate,,,Checksheet,,SSC 336,SSC,336
CIS 101,CIS,101,"Information & Library Science, AS",,,Checksheet,,SSC 360,SSC,360
CIS 101,CIS,101,"Management, BSBA",,,Checksheet,,SSC 362,SSC,362
CIS 101,CIS,101,"Mental Health & Human Services, AS",,,Checksheet,,SSC 364,SSC,364
CIS 101,CIS,101,Networking Certificate,,,Checksheet,,SSC 389,SSC,389
CIS 101,CIS,101,"Public Administration 2+2, BS",,,Checksheet,,SSC 394,SSC,394
CIS 101,CIS,101,"Public Administration, AS",,,Checksheet,,SSC 450,SSC,450
CIS 101,CIS,101,"Public Administration, BS",,,Checksheet,,SSC 489,SSC,489
CIS 101,CIS,101,"Secondary Education, BS",,,Checksheet,,SSC 490,SSC,490
CIS 101,CIS,101,"Social Science, AA",,,Checksheet,,SSC 516,SSC,516
CIS 101,CIS,101,"Social Science, BA",,,Checksheet,,SSC 531,SSC,531
CIS 101,CIS,101,Software Development Certificate,,,Checksheet,,SSC 420W,SSC,420W
CIS 101,CIS,101,Systems Administration Certificate,,,Checksheet,,TEM 500,TEM,500
CIS 101,CIS,101,Web Development Certificate,,,Checksheet,,TEM 505,TEM,505
CIS 101,CIS,101,Computer Literacy,,,GenEd,,TEM 511,TEM,511
CIS 101,CIS,101,BUA 303,BUA,303,Prereq,,TEM 512,TEM,512
CIS 101,CIS,101,BUA 379,BUA,379,Prereq,,TEM 515,TEM,515
CIS 101,CIS,101,CIS 135,CIS,135,Prereq,,TEM 516,TEM,516
CIS 101,CIS,101,CIS 240,CIS,240,Prereq,,TEM 520,TEM,520
CIS 101,CIS,101,CIS 255,CIS,255,Prereq,,TEM 521,TEM,521
CIS 101,CIS,101,CIS 303,CIS,303,Prereq,,TEM 522,TEM,522
CIS 101,CIS,101,CIS 330,CIS,330,Prereq,,TEM 527,TEM,527
CIS 101,CIS,101,CIS 338,CIS,338,Prereq,,TEM 528,TEM,528
CIS 101,CIS,101,CIS 352,CIS,352,Prereq,,TEM 530,TEM,530
CIS 101,CIS,101,DSC 255,DSC,255,Prereq,,TEM 531,TEM,531
CIS 101,CIS,101,DSC 352,DSC,352,Prereq,,TEM 532,TEM,532
CIS 101,CIS,101,ILS 225,ILS,225,Prereq,,TEM 533,TEM,533
CIS 101,CIS,101,INT 352,INT,352,Prereq,,TEM 537,TEM,537
CIS 101,CIS,101,ISS 224,ISS,224,Prereq,,TEM 544,TEM,544
CIS 101,CIS,101,ISS 226,ISS,226,Prereq,,TEM 548,TEM,548
CIS 101,CIS,101,ISS 325,ISS,325,Prereq,,TEM 550,TEM,550
CIS 101,CIS,101,ISS 372,ISS,372,Prereq,,TEM 552,TEM,552
CIS 103,CIS,103,"Elementary Education, BS",,,Checksheet,,TEM 558,TEM,558
CIS 103,CIS,103,"Information & Library Science, AS",,,Checksheet,,TEM 561,TEM,561
CIS 103,CIS,103,"Mental Health & Human Services, AS",,,Checksheet,,TEM 580,TEM,580
CIS 103,CIS,103,"Public Administration, BS",,,Checksheet,,TEM 587,TEM,587
CIS 103,CIS,103,"Secondary Education, BS",,,Checksheet,,TEM 589,TEM,589
CIS 103,CIS,103,"Social Science, BA",,,Checksheet,,TEM 590,TEM,590
CIS 103,CIS,103,"Veterinary Technology, BS",,,Checksheet,,TEM 594,TEM,594
CIS 103,CIS,103,Computer Literacy,,,GenEd,,TEM 595,TEM,595
CIS 110,CIS,110,Artificial Intelligence Essentials Certificate,,,Checksheet,,TEM 599,TEM,599
CIS 110,CIS,110,Computer Gaming Certificate (18 Credit Hours),,,Checksheet,,TEM 689,TEM,689
CIS 110,CIS,110,Computer Information Systems Minor,,,Checksheet,,UAS 109,UAS,109
CIS 110,CIS,110,"Computer Information Systems, AS",,,Checksheet,,UAS 110,UAS,110
CIS 110,CIS,110,"Computer Information Systems, BS",,,Checksheet,,UAS 130,UAS,130
CIS 110,CIS,110,"Computer Information Systems, PBS",,,Checksheet,,UAS 210,UAS,210
CIS 110,CIS,110,Cybersecurity Certificate,,,Checksheet,,UAS 220,UAS,220
CIS 110,CIS,110,"Cybersecurity, AS",,,Checksheet,,UAS 230,UAS,230
CIS 110,CIS,110,"Cybersecurity, BS",,,Checksheet,,UAS 289,UAS,289
CIS 110,CIS,110,"Cybersecurity, PBS",,,Checksheet,,UAS 310,UAS,310
CIS 110,CIS,110,"Data Science, BS",,,Checksheet,,UAS 410,UAS,410
CIS 110,CIS,110,"Data Science, PBS",,,Checksheet,,UAS 420,UAS,420
CIS 110,CIS,110,"Machine Learning, Minor",,,Checksheet,,UAS 490,UAS,490
CIS 110,CIS,110,Software Development Certificate,,,Checksheet,,VTE 100,VTE,100
CIS 110,CIS,110,BUA 275,BUA,275,Prereq,,VTE 115,VTE,115
CIS 110,CIS,110,CGM 228,CGM,228,Prereq,,VTE 200,VTE,200
CIS 110,CIS,110,CIS 120,CIS,120,Prereq,,VTE 210,VTE,210
CIS 110,CIS,110,CIS 212,CIS,212,Prereq,,VTE 223,VTE,223
CIS 110,CIS,110,CIS 214,CIS,214,Prereq,,VTE 224,VTE,224
CIS 110,CIS,110,CIS 215,CIS,215,Prereq,,VTE 228,VTE,228
CIS 110,CIS,110,CIS 216,CIS,216,Prereq,,VTE 300,VTE,300
CIS 110,CIS,110,CIS 218,CIS,218,Prereq,,VTE 314,VTE,314
CIS 110,CIS,110,CIS 219,CIS,219,Prereq,,VTE 315,VTE,315
CIS 110,CIS,110,CIS 228,CIS,228,Prereq,,VTE 316,VTE,316
CIS 110,CIS,110,CIS 275,CIS,275,Prereq,,VTE 319,VTE,319
CIS 110,CIS,110,CIS 319,CIS,319,Prereq,,VTE 324,VTE,324
CIS 110,CIS,110,CIS 325,CIS,325,Prereq,,VTE 325,VTE,325
CIS 110,CIS,110,CIS 330,CIS,330,Prereq,,VTE 326,VTE,326
CIS 110,CIS,110,CIS 353,CIS,353,Prereq,,VTE 330,VTE,330
CIS 110,CIS,110,CIS 455,CIS,455,Prereq,,VTE 394,VTE,394
CIS 110,CIS,110,DSC 325,DSC,325,Prereq,,VTE 200L,VTE,200L
CIS 110,CIS,110,DSC 455,DSC,455,Prereq,,VTE 210L,VTE,210L
CIS 110,CIS,110,DSC 555,DSC,555,Prereq,,VTE 224L,VTE,224L
CIS 110,CIS,110,ISS 212,ISS,212,Prereq,,VTE 228L,VTE,228L
CIS 110,CIS,110,ISS 385,ISS,385,Prereq,,VTE 314L,VTE,314L
CIS 120,CIS,120,"Computer Information Systems, AS",,,Checksheet,,VTE 325L,VTE,325L
CIS 120,CIS,120,"Computer Information Systems, BS",,,Checksheet,,VTE 326L,VTE,326L
CIS 120,CIS,120,"Computer Information Systems, PBS",,,Checksheet,,WGS 102,WGS,102
CIS 120,CIS,120,"Cybersecurity, PBS",,,Checksheet,,WGS 190,WGS,190
CIS 120,CIS,120,"Data Science, BS",,,Checksheet,,WGS 289,WGS,289
CIS 120,CIS,120,"Data Science, PBS",,,Checksheet,,WGS 294,WGS,294
CIS 120,CIS,120,"Machine Learning, Minor",,,Checksheet,,WGS 302,WGS,302
CIS 120,CIS,120,Software Development Certificate,,,Checksheet,,WGS 303,WGS,303
CIS 120,CIS,120,CIS 315,CIS,315,Prereq,,WGS 305,WGS,305
CIS 120,CIS,120,CIS 325,CIS,325,Prereq,,WGS 306,WGS,306
CIS 120,CIS,120,CIS 354,CIS,354,Prereq,,WGS 309,WGS,309
CIS 120,CIS,120,DSC 325,DSC,325,Prereq,,WGS 318,WGS,318
CIS 131,CIS,131,Computer Information Systems Minor,,,Checksheet,,WGS 335,WGS,335
CIS 131,CIS,131,"Computer Information Systems, AS",,,Checksheet,,WGS 337,WGS,337
CIS 131,CIS,131,"Computer Information Systems, BS",,,Checksheet,,WGS 340,WGS,340
CIS 131,CIS,131,"Computer Information Systems, PBS",,,Checksheet,,WGS 345,WGS,345
CIS 131,CIS,131,"Management, BSBA",,,Checksheet,,WGS 349,WGS,349
CIS 131,CIS,131,Small Business Management Minor,,,Checksheet,,WGS 353,WGS,353
CIS 131,CIS,131,Social Media Certificate,,,Checksheet,,WGS 389,WGS,389
CIS 131,CIS,131,Web Applications Minor,,,Checksheet,,WGS 394,WGS,394
CIS 131,CIS,131,Web Development Certificate,,,Checksheet,,WGS 420,WGS,420
CIS 131,CIS,131,CIS 231,CIS,231,Prereq,,WGS 430,WGS,430
CIS 131,CIS,131,CIS 243,CIS,243,Prereq,,WGS 440,WGS,440
CIS 131,CIS,131,CIS 251,CIS,251,Prereq,,WGS 489,WGS,489
CIS 131,CIS,131,CIS 333,CIS,333,Prereq,,WGS 494,WGS,494
CIS 131,CIS,131,CIS 338,CIS,338,Prereq,,WGS 101W,WGS,101W
CIS 131,CIS,131,CIS 339,CIS,339,Prereq,,WGS 301W,WGS,301W
CIS 131,CIS,131,CIS 353,CIS,353,Prereq,,WGS 304W,WGS,304W
CIS 131,CIS,131,CIS 438,CIS,438,Prereq,,WGS 310W,WGS,310W
CIS 135,CIS,135,Data Science Certificate,,,Checksheet,,WGS 311W,WGS,311W
CIS 135,CIS,135,BUA 303,BUA,303,Prereq,,WGS 330W,WGS,330W
CIS 135,CIS,135,BUA 350,BUA,350,Prereq,,WGS 350W,WGS,350W
CIS 135,CIS,135,BUA 379,BUA,379,Prereq,,WGS 370W,WGS,370W
CIS 135,CIS,135,CIS 255,CIS,255,Prereq,,,,
CIS 135,CIS,135,CIS 303,CIS,303,Prereq,,,,
CIS 135,CIS,135,CIS 338,CIS,338,Prereq,,,,
CIS 135,CIS,135,CIS 352,CIS,352,Prereq,,,,
CIS 135,CIS,135,CIS 355,CIS,355,Prereq,,,,
CIS 135,CIS,135,CIS 438,CIS,438,Prereq,,,,
CIS 135,CIS,135,DSC 255,DSC,255,Prereq,,,,
CIS 135,CIS,135,DSC 352,DSC,352,Prereq,,,,
CIS 135,CIS,135,DSC 355,DSC,355,Prereq,,,,
CIS 135,CIS,135,INT 352,INT,352,Prereq,,,,
CIS 150,CIS,150,"Accounting, BSBA",,,Checksheet,,,,
CIS 150,CIS,150,"Architecture, B.Arch",,,Checksheet,,,,
CIS 150,CIS,150,Artificial Intelligence Essentials Certificate,,,Checksheet,,,,
CIS 150,CIS,150,"Aviation - Aviation Maintenance Concentration, Bachelor of Science",,,Checksheet,,,,
CIS 150,CIS,150,"Aviation-Flight Instructor Concentration, BS",,,Checksheet,,,,
CIS 150,CIS,150,"Aviation-Uncrewed Aircraft Systems Concentration, BS",,,Checksheet,,,,
CIS 150,CIS,150,"Business Administration, PBS",,,Checksheet,,,,
CIS 150,CIS,150,Computer Information Systems Minor,,,Checksheet,,,,
CIS 150,CIS,150,"Computer Information Systems, AS",,,Checksheet,,,,
CIS 150,CIS,150,"Computer Information Systems, BS",,,Checksheet,,,,
CIS 150,CIS,150,"Computer Information Systems, PBS",,,Checksheet,,,,
CIS 150,CIS,150,"Cybersecurity, BS",,,Checksheet,,,,
CIS 150,CIS,150,Data Science Certificate,,,Checksheet,,,,
CIS 150,CIS,150,"Data Science, BS",,,Checksheet,,,,
CIS 150,CIS,150,"Data Science, Minor",,,Checksheet,,,,
CIS 150,CIS,150,"Data Science, PBS",,,Checksheet,,,,
CIS 150,CIS,150,"Dental Hygiene, BS (Pending Accreditation)",,,Checksheet,,,,
CIS 150,CIS,150,Geographic Information Systems Minor,,,Checksheet,,,,
CIS 150,CIS,150,"Information & Library Science, AS",,,Checksheet,,,,
CIS 150,CIS,150,"Information & Library Science, BS",,,Checksheet,,,,
CIS 150,CIS,150,"Justice Studies, AS",,,Checksheet,,,,
CIS 150,CIS,150,"Justice Studies, BS",,,Checksheet,,,,
CIS 150,CIS,150,"Management, BSBA",,,Checksheet,,,,
CIS 150,CIS,150,"Mental Health & Human Services, AS",,,Checksheet,,,,
CIS 150,CIS,150,"Mental Health & Human Services, BS",,,Checksheet,,,,
CIS 150,CIS,150,Information Literacy,,,GenEd,,,,
CIS 150,CIS,150,BUA 300,BUA,300,Prereq,,,,
CIS 150,CIS,150,CIS 218,CIS,218,Prereq,,,,
CIS 150,CIS,150,CIS 255,CIS,255,Prereq,,,,
CIS 150,CIS,150,CIS 325,CIS,325,Prereq,,,,
CIS 150,CIS,150,CIS 352,CIS,352,Prereq,,,,
CIS 150,CIS,150,CIS 355,CIS,355,Prereq,,,,
CIS 150,CIS,150,CIS 370,CIS,370,Prereq,,,,
CIS 150,CIS,150,CIS 455,CIS,455,Prereq,,,,
CIS 150,CIS,150,DSC 255,DSC,255,Prereq,,,,
CIS 150,CIS,150,DSC 325,DSC,325,Prereq,,,,
CIS 150,CIS,150,DSC 352,DSC,352,Prereq,,,,
CIS 150,CIS,150,DSC 355,DSC,355,Prereq,,,,
CIS 150,CIS,150,DSC 370,DSC,370,Prereq,,,,
CIS 150,CIS,150,DSC 455,DSC,455,Prereq,,,,
CIS 150,CIS,150,DSC 555,DSC,555,Prereq,,,,
CIS 150,CIS,150,INT 352,INT,352,Prereq,,,,
CIS 150,CIS,150,MAT 370,MAT,370,Prereq,,,,
CIS 212,CIS,212,"Computer Information Systems, AS",,,Checksheet,,,,
CIS 212,CIS,212,"Computer Information Systems, BS",,,Checksheet,,,,
CIS 212,CIS,212,"Computer Information Systems, PBS",,,Checksheet,,,,
CIS 212,CIS,212,"Management, BSBA",,,Checksheet,,,,
CIS 212,CIS,212,Software Development Certificate,,,Checksheet,,,,
CIS 212,CIS,212,CIS 312,CIS,312,Prereq,,,,
CIS 212,CIS,212,CIS 325,CIS,325,Prereq,,,,
CIS 212,CIS,212,DSC 325,DSC,325,Prereq,,,,
CIS 214,CIS,214,"Computer Information Systems, AS",,,Checksheet,,,,
CIS 214,CIS,214,"Computer Information Systems, BS",,,Checksheet,,,,
CIS 214,CIS,214,"Computer Information Systems, PBS",,,Checksheet,,,,
CIS 214,CIS,214,"Management, BSBA",,,Checksheet,,,,
CIS 214,CIS,214,Software Development Certificate,,,Checksheet,,,,
